"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 20:00","2022","01","13","20:00","-2.2","","-2.4","","99","","","","32","","4","","0.2","","98.47","","","","-4","","Freezing Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 21:00","2022","01","13","21:00","-2.5","","-2.7","","98","","","","31","","8","","24.1","","98.48","","","","-6","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 22:00","2022","01","13","22:00","-3.4","","-4.5","","92","","","","32","","11","","24.1","","98.53","","","","-8","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 23:00","2022","01","13","23:00","-4.2","","-5.9","","88","","","","33","","12","","24.1","","98.57","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 00:00","2022","01","14","00:00","-4.3","","-6.2","","87","","","","32","","10","","24.1","","98.57","","","","-8","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 01:00","2022","01","14","01:00","-3.9","","-5.8","","87","","","","34","","6","","24.1","","98.56","","","","-7","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 02:00","2022","01","14","02:00","-3.1","","-5.0","","87","","","","36","","10","","24.1","","98.61","","","","-7","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 03:00","2022","01","14","03:00","-2.8","","-4.7","","87","","","","1","","11","","24.1","","98.69","","","","-7","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 04:00","2022","01","14","04:00","-3.0","","-5.8","","81","","","","2","","18","","24.1","","98.75","","","","-9","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 05:00","2022","01","14","05:00","-3.3","","-6.1","","81","","","","1","","13","","24.1","","98.83","","","","-8","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 06:00","2022","01","14","06:00","-3.6","","-6.5","","80","","","","4","","15","","24.1","","98.88","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 07:00","2022","01","14","07:00","-3.9","","-7.0","","79","","","","2","","18","","24.1","","98.95","","","","-10","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 08:00","2022","01","14","08:00","-4.8","","-7.7","","80","","","","1","","23","","24.1","","99.07","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 09:00","2022","01","14","09:00","-5.4","","-8.5","","79","","","","1","","24","","24.1","","99.15","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 10:00","2022","01","14","10:00","-5.7","","-9.0","","77","","","","2","","17","","24.1","","99.25","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 11:00","2022","01","14","11:00","-5.7","","-9.7","","73","","","","3","","20","","24.1","","99.34","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 12:00","2022","01","14","12:00","-5.2","","-9.9","","70","","","","2","","23","","24.1","","99.32","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 13:00","2022","01","14","13:00","-7.4","","-12.6","","67","","","","4","","23","","24.1","","99.32","","","","-15","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 14:00","2022","01","14","14:00","-7.5","","-13.4","","63","","","","3","","26","","24.1","","99.35","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 15:00","2022","01","14","15:00","-7.8","","-14.0","","61","","","","1","","24","","24.1","","99.40","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 16:00","2022","01","14","16:00","-8.8","","-15.9","","57","","","","3","","24","","24.1","","99.45","","","","-17","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 17:00","2022","01","14","17:00","-10.9","","-17.3","","60","","","","1","","21","","24.1","","99.51","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 18:00","2022","01","14","18:00","-12.1","","-18.4","","60","","","","36","","24","","24.1","","99.60","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 19:00","2022","01","14","19:00","-13.2","","-19.5","","60","","","","1","","22","","24.1","","99.70","","","","-22","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 20:00","2022","01","14","20:00","-14.0","","-20.4","","59","","","","1","","27","","24.1","","99.74","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 21:00","2022","01","14","21:00","-14.7","","-21.1","","59","","","","1","","29","","24.1","","99.75","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 22:00","2022","01","14","22:00","-15.1","","-21.0","","61","","","","1","","24","","24.1","","99.76","","","","-25","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-14 23:00","2022","01","14","23:00","-15.5","","-21.2","","62","","","","2","","21","","24.1","","99.81","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 00:00","2022","01","15","00:00","-15.8","","-21.5","","62","","","","1","","23","","24.1","","99.84","","","","-26","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 01:00","2022","01","15","01:00","-16.6","","-22.8","","59","","","","2","","27","","24.1","","99.85","","","","-28","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 02:00","2022","01","15","02:00","-17.6","","-23.6","","60","","","","2","","25","","24.1","","99.90","","","","-29","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 03:00","2022","01","15","03:00","-18.2","","-24.0","","61","","","","1","","25","","24.1","","99.97","","","","-29","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 04:00","2022","01","15","04:00","-18.7","","-23.9","","64","","","","1","","25","","24.1","","100.02","","","","-30","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 05:00","2022","01","15","05:00","-19.4","","-24.1","","67","","","","2","","22","","24.1","","100.05","","","","-30","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 06:00","2022","01","15","06:00","-19.6","","-24.4","","67","","","","2","","21","","24.1","","100.10","","","","-30","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 07:00","2022","01","15","07:00","-20.2","","-25.0","","66","","","","1","","20","","24.1","","100.18","","","","-31","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 08:00","2022","01","15","08:00","-20.3","","-24.9","","67","","","","1","","19","","12.9","","100.25","","","","-31","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 09:00","2022","01","15","09:00","-19.8","","-24.7","","65","","","","2","","21","","12.9","","100.30","","","","-30","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 10:00","2022","01","15","10:00","-18.0","","-22.9","","66","","","","2","","20","","12.9","","100.38","","","","-28","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 11:00","2022","01","15","11:00","-17.2","","-22.9","","62","","","","2","","25","","12.9","","100.29","","","","-28","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 12:00","2022","01","15","12:00","-15.7","","-21.4","","62","","","","1","","22","","12.9","","100.27","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 13:00","2022","01","15","13:00","-14.7","","-20.2","","63","","","","3","","21","","12.9","","100.23","","","","-24","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 14:00","2022","01","15","14:00","-13.8","","-19.2","","64","","","","2","","23","","12.9","","100.21","","","","-23","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 15:00","2022","01","15","15:00","-13.6","","-17.9","","71","","","","4","","23","","12.9","","100.18","","","","-23","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 16:00","2022","01","15","16:00","-13.5","","-17.7","","71","","","","4","","20","","24.1","","100.13","","","","-22","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 17:00","2022","01","15","17:00","-14.2","","-18.8","","69","","","","3","","17","","24.1","","100.13","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 18:00","2022","01","15","18:00","-14.1","","-18.8","","68","","","","2","","13","","24.1","","100.11","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 19:00","2022","01","15","19:00","-14.3","","-19.9","","63","","","","3","","13","","24.1","","100.09","","","","-21","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 20:00","2022","01","15","20:00","-13.8","","-17.1","","76","","","","5","","10","","19.3","","100.11","","","","-20","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 21:00","2022","01","15","21:00","-14.1","","-16.7","","81","","","","7","","12","","24.1","","100.11","","","","-21","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 22:00","2022","01","15","22:00","-15.2","","-17.8","","81","","","","6","","12","","24.1","","100.05","","","","-22","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-15 23:00","2022","01","15","23:00","-15.8","","-18.8","","78","","","","7","","8","","24.1","","99.99","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 00:00","2022","01","16","00:00","-17.1","","-19.9","","79","","","","5","","7","","24.1","","99.94","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 01:00","2022","01","16","01:00","-17.4","","-19.9","","81","","","","7","","10","","24.1","","99.81","","","","-24","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 02:00","2022","01","16","02:00","-16.9","","-19.8","","79","","","","7","","11","","24.1","","99.81","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 03:00","2022","01","16","03:00","-16.9","","-19.9","","78","","","","5","","12","","24.1","","99.70","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 04:00","2022","01","16","04:00","-17.0","","-19.9","","79","","","","4","","9","","24.1","","99.59","","","","-23","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 05:00","2022","01","16","05:00","-16.6","","-19.5","","78","","","","7","","4","","24.1","","99.55","","","","-20","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 06:00","2022","01","16","06:00","-17.0","","-19.2","","83","","","","4","","10","","24.1","","99.49","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 07:00","2022","01","16","07:00","-15.2","","-16.8","","88","","","","3","","16","","24.1","","99.37","","","","-23","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 08:00","2022","01","16","08:00","-15.6","","-17.2","","88","","","","4","","14","","24.1","","99.28","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 09:00","2022","01","16","09:00","-12.9","","-14.1","","91","","","","5","","14","","4.8","","99.24","","","","-20","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 10:00","2022","01","16","10:00","-10.1","","-12.0","","86","","","","5","","13","","24.1","","99.15","","","","-16","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 11:00","2022","01","16","11:00","-8.0","","-14.2","","61","","","","7","","16","","24.1","","99.03","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 12:00","2022","01","16","12:00","-6.9","","-15.3","","51","","","","7","","14","","24.1","","98.87","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 13:00","2022","01","16","13:00","-5.5","","-14.9","","48","","","","6","","18","","24.1","","98.67","","","","-12","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 14:00","2022","01","16","14:00","-4.8","","-13.5","","51","","","","4","","17","","24.1","","98.48","","","","-11","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 15:00","2022","01","16","15:00","-4.8","","-14.2","","48","","","","5","","18","","24.1","","98.43","","","","-11","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 16:00","2022","01","16","16:00","-5.0","","-12.9","","54","","","","5","","16","","24.1","","98.37","","","","-11","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 17:00","2022","01","16","17:00","-6.4","","-13.2","","59","","","","5","","14","","24.1","","98.26","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 18:00","2022","01","16","18:00","-6.2","","-11.5","","66","","","","6","","14","","24.1","","98.21","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 19:00","2022","01","16","19:00","-5.0","","-10.9","","63","","","","8","","14","","24.1","","98.17","","","","-10","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 20:00","2022","01","16","20:00","-4.0","","-9.5","","66","","","","7","","9","","24.1","","98.06","","","","-8","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 21:00","2022","01","16","21:00","-4.7","","-8.2","","76","","","","14","","14","","2.8","","97.93","","","","-10","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 22:00","2022","01","16","22:00","-5.4","","-6.5","","92","","","","7","","8","","2.0","","97.83","","","","-9","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-16 23:00","2022","01","16","23:00","-5.0","","-5.8","","94","","","","4","","13","","1.6","","97.73","","","","-10","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 00:00","2022","01","17","00:00","-4.8","","-5.6","","94","","","","3","","20","","1.6","","97.48","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 01:00","2022","01","17","01:00","-4.0","","-4.8","","95","","","","3","","23","","1.0","","97.28","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 02:00","2022","01","17","02:00","-3.1","","-3.8","","95","","","","4","","35","","1.6","","97.02","","","","-11","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 03:00","2022","01","17","03:00","-2.9","","-3.6","","95","","","","3","","42","","0.8","","96.81","","","","-11","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 04:00","2022","01","17","04:00","-3.6","","-4.4","","94","","","","2","","37","","1.2","","96.50","","","","-12","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 05:00","2022","01","17","05:00","-3.6","","-4.4","","94","","","","2","","35","","0.2","","96.32","","","","-12","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 06:00","2022","01","17","06:00","-5.3","","-6.2","","93","","","","1","","29","","0.2","","96.35","","","","-13","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 07:00","2022","01","17","07:00","-5.7","","-6.7","","93","","","","35","","30","","0.2","","96.26","","","","-14","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 08:00","2022","01","17","08:00","-5.2","","-6.3","","92","","","","35","","29","","0.2","","96.19","","","","-13","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 09:00","2022","01","17","09:00","-4.8","","-6.1","","91","","","","36","","25","","0.6","","96.23","","","","-12","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 10:00","2022","01","17","10:00","-4.1","","-6.3","","85","","","","35","","28","","2.8","","96.26","","","","-12","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 11:00","2022","01","17","11:00","-4.1","","-6.0","","86","","","","34","","23","","1.6","","96.30","","","","-11","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 12:00","2022","01","17","12:00","-3.4","","-6.1","","82","","","","32","","21","","19.3","","96.31","","","","-10","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 13:00","2022","01","17","13:00","-3.3","","-5.9","","82","","","","30","","19","","16.1","","96.31","","","","-9","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 14:00","2022","01","17","14:00","-3.4","","-6.0","","82","","","","31","","26","","4.0","","96.37","","","","-10","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 15:00","2022","01","17","15:00","-3.2","","-6.7","","77","","","","30","","36","","9.7","","96.54","","","","-11","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 16:00","2022","01","17","16:00","-4.0","","-9.1","","68","","","","30","","34","","19.3","","96.71","","","","-12","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 17:00","2022","01","17","17:00","-4.6","","-9.6","","68","","","","29","","25","","24.1","","96.88","","","","-12","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 18:00","2022","01","17","18:00","-4.9","","-10.6","","65","","","","31","","31","","24.1","","97.06","","","","-13","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 19:00","2022","01","17","19:00","-5.2","","-9.4","","72","","","","31","","25","","24.1","","97.23","","","","-13","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 20:00","2022","01","17","20:00","-4.9","","-8.8","","74","","","","29","","15","","24.1","","97.38","","","","-10","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 21:00","2022","01","17","21:00","-4.2","","-7.9","","75","","","","30","","16","","24.1","","97.45","","","","-10","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 22:00","2022","01","17","22:00","-3.6","","-7.7","","73","","","","29","","16","","24.1","","97.55","","","","-9","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-17 23:00","2022","01","17","23:00","-3.6","","-7.2","","76","","","","28","","14","","24.1","","97.64","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 00:00","2022","01","18","00:00","-3.3","","-6.2","","80","","","","26","","14","","24.1","","97.67","","","","-8","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 01:00","2022","01","18","01:00","-2.9","","-5.7","","81","","","","29","","20","","12.9","","97.74","","","","-9","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 02:00","2022","01","18","02:00","-2.6","","-6.1","","77","","","","27","","27","","24.1","","97.81","","","","-10","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 03:00","2022","01","18","03:00","-2.8","","-6.2","","78","","","","28","","23","","12.9","","97.94","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 04:00","2022","01","18","04:00","-4.9","","-7.1","","85","","","","33","","26","","6.4","","98.02","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 05:00","2022","01","18","05:00","-5.1","","-8.1","","80","","","","32","","23","","24.1","","98.13","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 06:00","2022","01","18","06:00","-5.7","","-9.5","","75","","","","33","","14","","24.1","","98.25","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 07:00","2022","01","18","07:00","-6.0","","-11.7","","64","","","","31","","12","","24.1","","98.42","","","","-11","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 08:00","2022","01","18","08:00","-6.6","","-12.4","","64","","","","30","","12","","24.1","","98.54","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 09:00","2022","01","18","09:00","-6.8","","-13.0","","61","","","","29","","14","","24.1","","98.65","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 10:00","2022","01","18","10:00","-6.7","","-12.9","","61","","","","30","","11","","24.1","","98.74","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 11:00","2022","01","18","11:00","-6.4","","-12.8","","61","","","","28","","17","","24.1","","98.85","","","","-13","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 12:00","2022","01","18","12:00","-5.9","","-12.2","","61","","","","27","","14","","24.1","","98.83","","","","-11","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 13:00","2022","01","18","13:00","-5.7","","-12.0","","61","","","","30","","10","","24.1","","98.81","","","","-10","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 14:00","2022","01","18","14:00","-5.1","","-11.7","","60","","","","31","","8","","24.1","","98.81","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 15:00","2022","01","18","15:00","-5.2","","-11.4","","62","","","","18","","4","","24.1","","98.80","","","","-7","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 16:00","2022","01","18","16:00","-5.3","","-10.9","","65","","","","36","","2","","24.1","","98.80","","","","-6","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 17:00","2022","01","18","17:00","-6.0","","-11.1","","68","","","","12","","11","","24.1","","98.74","","","","-11","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 18:00","2022","01","18","18:00","-8.6","","-12.4","","74","","","","11","","14","","24.1","","98.69","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 19:00","2022","01","18","19:00","-5.9","","-10.6","","69","","","","13","","13","","24.1","","98.72","","","","-11","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 20:00","2022","01","18","20:00","-5.6","","-9.3","","75","","","","14","","14","","24.1","","98.62","","","","-11","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 21:00","2022","01","18","21:00","-4.7","","-7.1","","84","","","","15","","11","","19.3","","98.54","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 22:00","2022","01","18","22:00","-1.9","","-5.6","","76","","","","19","","26","","24.1","","98.37","","","","-8","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-18 23:00","2022","01","18","23:00","-2.0","","-5.4","","78","","","","19","","30","","24.1","","98.20","","","","-9","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 00:00","2022","01","19","00:00","-1.8","","-5.3","","77","","","","20","","27","","24.1","","98.12","","","","-8","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 01:00","2022","01","19","01:00","-1.8","","-5.0","","79","","","","20","","30","","24.1","","98.02","","","","-9","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 02:00","2022","01","19","02:00","-1.4","","-4.6","","79","","","","21","","37","","19.3","","97.89","","","","-9","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 03:00","2022","01","19","03:00","-0.9","","-4.4","","77","","","","21","","29","","24.1","","97.87","","","","-8","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 04:00","2022","01","19","04:00","-0.4","","-3.6","","79","","","","21","","33","","24.1","","97.74","","","","-7","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 05:00","2022","01","19","05:00","0.1","","-3.0","","80","","","","21","","34","","24.1","","97.65","","","","","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 06:00","2022","01","19","06:00","1.1","","-2.0","","80","","","","21","","33","","24.1","","97.62","","","","","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 07:00","2022","01","19","07:00","1.7","","-1.3","","80","","","","21","","29","","24.1","","97.64","","","","","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 08:00","2022","01","19","08:00","2.9","","-0.5","","78","","","","22","","43","","24.1","","97.66","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 09:00","2022","01","19","09:00","2.9","","-0.1","","80","","","","24","","34","","24.1","","97.74","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 10:00","2022","01","19","10:00","3.0","","0.1","","81","","","","23","","35","","24.1","","97.77","","","","","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 11:00","2022","01","19","11:00","3.6","","0.1","","78","","","","23","","30","","24.1","","97.80","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 12:00","2022","01","19","12:00","3.8","","-0.1","","75","","","","24","","30","","24.1","","97.81","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 13:00","2022","01","19","13:00","4.2","","-0.7","","71","","","","25","","35","","24.1","","97.84","","","","","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 14:00","2022","01","19","14:00","3.2","","-2.3","","67","","","","27","","27","","24.1","","97.91","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 15:00","2022","01","19","15:00","3.0","","-3.7","","61","","","","27","","32","","24.1","","98.01","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 16:00","2022","01","19","16:00","1.3","","-4.4","","66","","","","27","","37","","24.1","","98.15","","","","","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 17:00","2022","01","19","17:00","0.4","","-5.9","","63","","","","28","","30","","24.1","","98.29","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 18:00","2022","01","19","18:00","-0.9","","-6.1","","68","","","","28","","24","","24.1","","98.40","","","","-7","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 19:00","2022","01","19","19:00","-2.3","","-7.2","","69","","","","30","","34","","24.1","","98.57","","","","-10","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 20:00","2022","01","19","20:00","-3.4","","-9.5","","63","","","","29","","35","","24.1","","98.69","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 21:00","2022","01","19","21:00","-4.3","","-8.4","","73","","","","30","","21","","19.3","","98.81","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 22:00","2022","01","19","22:00","-5.0","","-11.0","","63","","","","31","","23","","24.1","","98.93","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-19 23:00","2022","01","19","23:00","-6.2","","-13.2","","58","","","","29","","22","","24.1","","98.99","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 00:00","2022","01","20","00:00","-6.6","","-12.1","","65","","","","28","","15","","24.1","","99.06","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 01:00","2022","01","20","01:00","-7.0","","-11.6","","70","","","","30","","19","","16.1","","99.18","","","","-14","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 02:00","2022","01","20","02:00","-9.0","","-13.6","","69","","","","31","","14","","24.1","","99.32","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 03:00","2022","01","20","03:00","-10.6","","-15.5","","68","","","","32","","17","","24.1","","99.43","","","","-18","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 04:00","2022","01","20","04:00","-11.9","","-16.5","","69","","","","34","","14","","24.1","","99.48","","","","-19","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 05:00","2022","01","20","05:00","-12.5","","-16.9","","70","","","","36","","9","","24.1","","99.55","","","","-18","","NA"
